x,y_obs,sigma_obs
10.733566998188987,64.2690261885044,20.832817580929248
11.041905052480212,583.9827121552402,20.234338884982083
11.849886753815788,92.08365430328763,34.10398421460905
12.316832242935957,104.52188948172346,21.997109630006904
12.81151911567389,97.38127631715687,19.74645827068423
12.917754220672064,121.0507449289272,33.54497063355727
13.131995837616659,115.07512320755393,31.149170183556926
13.544431707658513,116.40892280633355,24.349091275539884
14.488041504734483,128.8152547551277,21.910641574519495
14.98443190895604,122.63416272751934,29.170580247907747
15.231073440168888,148.6313797666378,27.896955200186827
15.487490634378204,162.60159545378193,22.829510330012944
16.17220660103709,135.18002218131835,19.61132857264982
16.48611551833836,186.24315847447525,16.363656275775398
19.047418034553353,245.0907532291089,19.51126498905207
19.396615241075658,284.19923144532805,31.410030645127343
19.731306106973125,217.31038613107546,29.50758304865319
19.990475269127,274.1670387796563,27.15147060034998
20.040394640656373,308.0370269539261,28.93402871988226
20.171917927711103,284.6772174068131,34.829390216781725
20.212431054089432,460.23595091540454,29.850180659891265
20.238469934159085,283.8112460254796,22.74996367443273
20.65411702902253,274.89030615159,17.10145022976507
21.73776176181981,332.09399737917215,20.461941746745225
21.965015198251663,323.74621921050493,17.03789430918735
22.628709901373938,345.1542119092605,28.74807836655615
22.788498536567694,518.8289869923017,20.798180144753502
23.953050692689352,379.27239086860186,33.29431006566416
24.252553581876327,413.2263441702003,18.34757394400342
24.845851692216396,353.4957938890045,21.73130331350451
25.18060945791516,491.6639575570493,31.409485906640008
26.13312314883868,519.7819857805215,29.535360318666804
26.187696709397333,460.9055240877416,26.126460682746888
27.21019858479942,510.04368279705454,23.875083413290255
27.263607211354312,787.3764267013057,25.292199714388282
27.60431445283799,551.6246190185686,16.255012488486102
27.64781786007108,521.131204956582,25.232175313109323
28.596529381563414,568.8803618323162,19.504356113490893
28.62056995591512,586.7557685508261,32.795795704677076
29.303506536858965,616.0426813987402,23.708353759804766
