X Y dY
7.083816728126788 41.28439656088067 4.086769351853884
12.730707718408496 73.95829095148514 4.721004744974228
14.0479573391264 87.13042780443315 4.96718063974411
13.352798596494841 74.05436832489917 3.9063436759757497
7.268085227654176 45.789048449392645 4.254728106948095
13.28381178275146 83.69340539063494 4.623680921595738
14.417432923760213 83.30594192997081 4.223047176797177
8.369082099205439 53.45051870714059 4.831756203502345
13.367506215933854 81.15424839695407 4.483004637418787
12.185192145643704 76.28629221287649 4.167416390531962
14.742451411690169 83.69556612005306 4.859899883197814
11.339776475176862 70.4284432769175 4.566540910779347
9.204644683437703 55.485886273737556 3.874983139257856
7.852219748375137 43.675121000914345 4.2939125866808086
8.2227150702112 55.17511253061112 4.960488201579762
8.495284096385898 58.593172360685884 4.482100587160271
12.100639526374437 70.10374696625175 4.239922333228133
10.122401397058493 58.98427467805035 5.228286444177561
11.453048828762176 55.28500263956984 4.534524388469301
6.783929280624539 46.066268209705505 4.5236282367423755
8.590637718840105 43.200098395518836 3.8781498441583984
13.760272324550787 79.24331173774989 4.64786960213911
7.2590715653984885 59.179831322509 4.492189390359394
9.195516041958621 56.9146766857541 4.336263455596625
14.93041896203502 84.85294523479432 4.708576978411612
10.20890342584259 63.268727142079065 5.299296889239406
6.844523822090335 44.855210938298214 5.053968052227978
6.148171752008472 36.0578469176167 4.347003726316305
14.68563377653349 82.49174843510153 4.50952423028274
6.359938360615623 43.818154125456026 4.00583269872233
7.631726893665302 47.32935762473897 4.571376391856886
7.74804282682806 39.391093361226375 3.582607617839905
14.784236285285308 82.21147691345014 5.135390245386425
7.293938594097393 51.83366537228383 5.110950153604803
5.045212386596947 36.02289825720907 4.217410958575133
13.02585169246896 69.08610729190349 3.816732831330539
14.14793103130892 83.11543676114644 4.415759425902533
10.747816917909672 64.11154009640408 4.848765660985989
10.84015762980398 64.58530983592885 4.69958835363877
10.199049093931984 56.499962148749326 4.800755421341146
13.210888413722984 82.34757653761898 4.695866351735372
10.400561195442311 63.463887182815824 4.63334141287848
12.209438671266888 74.13242308023823 4.143960109474066
5.093403736005849 34.720167249242124 4.53959887479136
14.139207916002354 81.84925587063297 4.593878379851176
7.601166723033126 55.24767730175461 5.284407619272508
9.038852710793108 49.110162608751764 4.167660567361048
6.281694325619412 43.06136443892912 4.064824268610409
14.813497601177803 73.85515888743481 3.6276230277677137
13.534148645403818 78.39556960774367 5.030384697810103
8.133630473683075 51.586655850967915 5.516143752518572
14.691950988636536 76.4455511816998 4.058283181172372
6.118333312547214 43.80487048412428 4.239066802726729
14.033950624874185 73.49086056076634 4.048180308367087
9.537024104250568 51.79274872797172 4.741663620238686
8.957196090211848 54.09013929120935 3.83437520962976
7.075604885267034 44.17053110691013 4.43670721776407
12.261243707557181 75.33008284670417 5.173957131926198
8.900604085854692 55.24855846374078 4.436808993503242
14.458374888030333 86.62359531423228 4.0742919809856835
13.487603165077148 71.87822909942838 4.810054769122084
5.270116787557634 39.36740102649054 4.115511615411721
9.061326721573064 56.25631254449046 5.117066762081862
13.978129753282357 93.28371227456147 4.58187691231199
9.063049419271728 57.49752572558375 4.414941300992024
6.089601938597688 28.50328650646972 4.743276123542573
10.333820612862523 60.53147274893887 5.055568884239333
13.82013495194863 82.48522713120232 4.2848818973917
13.004007726444986 84.31683849646296 4.2071112630183345
13.063356622904534 81.52206965524248 4.837526071730845
13.388982964586859 81.24785960783035 3.8648138662772173
12.160421135616442 72.01011795662103 4.870213071993552
7.656083627574852 45.0678714665276 4.51657473377599
9.021394016079375 57.1554404841458 4.508079755728322
5.456610425575232 27.912341930046956 4.451724122378896
5.936255722459017 35.64602433822536 3.7831350041601652
10.38250607179041 66.50952742751386 3.6656624367442303
6.989624672879077 43.66203531788573 5.0837258163527155
14.717695310193848 82.43820881403262 4.803662926122374
5.803601742566668 28.76863507810326 4.953040374369669
6.3622906756276585 40.286158999047586 5.294092026246961
9.86753108722802 65.03353444183762 3.786891575271461
14.386738623405206 83.25373641477029 3.8890550936436634
6.071941328031015 37.82853913116617 4.8806985172698285
8.391631705554499 58.145674359412205 4.529504907981447
14.319483964343743 78.27145257574942 4.457425128187778
11.830801038077421 64.83342840316325 4.5767174878985495
13.062129173370323 74.68806735301314 3.9979671092212294
9.289450687456798 55.86458218503294 4.135634411544339
11.304868910523709 64.97419585654848 3.5951390354100825
9.74191000560806 57.936765072464546 5.177568367537904
8.990844194813512 48.46106938831565 4.288584515608531
5.420253636951225 42.09776447965257 5.384739279323378
14.80023749689636 86.26947174114412 4.946679833504833
5.611284159025859 41.83311493743485 5.003954295906275
12.07706967431956 67.77061620792537 4.157942923853295
11.76947846016595 68.28233762713208 4.603119746141291
5.94627019308239 44.50823675664782 4.208723565710799
10.75427638706516 59.975141685084374 4.095519094209815
7.864137708836978 52.829632610469226 4.187794535758043
